Time_s,Time_min,SoC_%,Voltage_V,Current_A,Speed_mps,Temperature_C
5130.7,85.51,29.37,11.314,1.277,0.451,29.73
5134.2,85.57,29.32,11.307,0.683,0.135,29.46
5137.8,85.63,29.27,11.343,0.481,0.031,29.19
5141.3,85.69,29.22,11.349,0.277,0.0,29.22
5144.8,85.75,29.17,11.296,0.402,0.0,29.33
5148.4,85.81,29.12,11.319,0.354,0.005,29.62
5151.9,85.87,29.07,11.322,0.282,0.0,29.17
5155.4,85.92,29.02,11.297,0.462,0.0,29.12
5159.0,85.98,28.96,11.357,0.18,0.0,29.45
5162.5,86.04,28.91,11.354,0.389,0.021,29.2
5166.0,86.1,28.86,11.287,0.663,0.146,29.5
5169.6,86.16,28.81,11.313,0.808,0.312,29.48
5173.1,86.22,28.76,11.305,0.806,0.187,29.57
5176.7,86.28,28.71,11.278,0.741,0.215,29.5
5180.2,86.34,28.66,11.239,1.29,0.445,29.67
5183.7,86.4,28.61,11.251,1.18,0.542,29.59
5187.3,86.45,28.56,11.242,1.063,0.457,29.38
5190.8,86.51,28.51,11.219,1.567,0.73,29.53
5194.3,86.57,28.46,11.219,1.968,0.953,30.18
5197.9,86.63,28.4,11.218,1.894,1.045,29.81
5201.4,86.69,28.35,11.232,1.867,0.952,29.53
5204.9,86.75,28.3,11.249,1.851,0.987,29.81
5208.5,86.81,28.25,11.213,1.844,0.834,29.69
5212.0,86.87,28.2,11.206,1.873,0.946,29.76
5215.6,86.93,28.15,11.204,2.099,1.029,29.42
5219.1,86.98,28.1,11.196,2.552,1.306,30.09
5222.6,87.04,28.05,11.176,2.356,1.274,30.23
5226.2,87.1,28.0,11.213,1.898,0.984,29.85
5229.7,87.16,27.95,11.166,2.269,1.132,29.9
5233.2,87.22,27.89,11.17,2.261,1.191,30.09
5236.8,87.28,27.84,11.184,2.406,1.364,29.97
5240.3,87.34,27.79,11.174,2.319,1.221,29.8
5243.8,87.4,27.74,11.177,2.115,1.101,29.85
5247.4,87.46,27.69,11.134,2.564,1.274,29.68
5250.9,87.52,27.64,11.127,2.586,1.456,29.59
5254.4,87.57,27.59,11.155,2.713,1.447,29.74
5258.0,87.63,27.54,11.142,2.782,1.499,30.17
5261.5,87.69,27.49,11.146,2.645,1.448,30.01
5265.1,87.75,27.43,11.159,2.839,1.384,29.76
5268.6,87.81,27.38,11.172,2.368,1.216,29.96
5272.1,87.87,27.33,11.183,2.398,1.28,30.28
5275.7,87.93,27.28,11.129,2.673,1.386,30.18
5279.2,87.99,27.23,11.17,2.614,1.523,30.11
5282.7,88.05,27.18,11.166,2.562,1.434,30.11
5286.3,88.1,27.13,11.147,2.257,1.203,29.89
5289.8,88.16,27.07,11.144,2.778,1.522,30.27
5293.3,88.22,27.02,11.154,2.711,1.515,30.1
5296.9,88.28,26.97,11.132,2.564,1.407,30.14
5300.4,88.34,26.92,11.102,3.005,1.573,30.09
5304.0,88.4,26.87,11.137,3.024,1.76,29.88
5307.5,88.46,26.82,11.1,3.184,1.696,30.38
5311.0,88.52,26.77,11.122,2.976,1.58,30.2
5314.6,88.58,26.71,11.119,2.832,1.567,30.07
5318.1,88.63,26.66,11.065,2.872,1.535,30.06
5321.6,88.69,26.61,11.107,2.871,1.579,30.22
5325.2,88.75,26.56,11.103,3.012,1.743,30.56
5328.7,88.81,26.51,11.089,3.18,1.721,29.98
5332.2,88.87,26.46,11.116,2.797,1.492,29.99
5335.8,88.93,26.4,11.092,2.911,1.598,29.93
5339.3,88.99,26.35,11.142,2.899,1.611,30.22
5342.8,89.05,26.3,11.109,2.71,1.444,29.42
5346.4,89.11,26.25,11.139,2.521,1.35,30.38
5349.9,89.17,26.2,11.144,3.032,1.598,30.13
5353.5,89.22,26.15,11.102,3.374,1.835,30.18
5357.0,89.28,26.09,11.073,3.288,1.914,30.26
5360.5,89.34,26.04,11.089,3.392,1.867,30.46
5364.1,89.4,25.99,11.042,3.721,2.057,30.24
5367.6,89.46,25.94,11.089,3.588,1.975,30.34
5371.1,89.52,25.89,11.07,3.699,2.158,30.97
5374.7,89.58,25.84,11.057,3.6,1.965,30.15
5378.2,89.64,25.78,11.067,3.485,1.969,30.3
5381.7,89.7,25.73,11.039,3.556,1.97,30.51
5385.3,89.75,25.68,11.015,4.136,2.266,30.39
5388.8,89.81,25.63,11.059,3.913,2.362,30.4
5392.4,89.87,25.58,11.048,3.803,2.172,30.07
5395.9,89.93,25.52,11.063,4.121,2.356,30.12
5399.4,89.99,25.47,11.001,4.441,2.635,30.67
5403.0,90.05,25.42,11.026,4.588,2.663,30.34
5406.5,90.11,25.37,10.924,5.187,2.423,30.5
5410.0,90.17,25.32,11.158,1.47,0.0,29.46
5413.6,90.23,25.26,11.226,0.482,0.022,29.19
5417.1,90.29,25.21,11.251,0.363,0.0,29.6
5420.6,90.34,25.16,11.21,0.374,0.001,29.67
5424.2,90.4,25.11,11.178,0.376,0.047,29.52
5427.7,90.46,25.05,11.222,0.439,0.002,29.27
5431.2,90.52,25.0,11.202,0.184,0.0,29.49
5434.8,90.58,24.95,11.183,0.251,0.024,29.05
5438.3,90.64,24.9,11.258,0.238,0.0,29.29
5441.9,90.7,24.85,11.183,0.475,0.0,29.43
5445.4,90.76,24.79,11.234,0.357,0.0,29.29
5448.9,90.82,24.74,11.167,0.754,0.206,29.3
5452.5,90.87,24.69,11.218,0.652,0.174,29.38
5456.0,90.93,24.64,11.198,0.433,0.059,29.02
5459.5,90.99,24.58,11.191,0.62,0.236,29.4
5463.1,91.05,24.53,11.16,0.786,0.222,29.53
5466.6,91.11,24.48,11.193,0.489,0.165,29.53
5470.1,91.17,24.43,11.151,0.986,0.315,29.2
5473.7,91.23,24.37,11.136,1.412,0.642,29.7
5477.2,91.29,24.32,11.134,1.368,0.577,29.68
5480.8,91.35,24.27,11.15,1.509,0.7,29.8
5484.3,91.4,24.22,11.107,1.68,0.755,30.07
5487.8,91.46,24.16,11.133,1.559,0.839,29.66
5491.4,91.52,24.11,11.139,1.588,0.737,30.16
5494.9,91.58,24.06,11.12,1.616,0.828,29.79
5498.4,91.64,24.01,11.088,1.849,0.721,29.92
5502.0,91.7,23.95,11.161,0.527,0.0,29.45
5505.5,91.76,23.9,11.17,0.688,0.163,29.73
5509.0,91.82,23.85,11.142,0.671,0.075,29.54
5512.6,91.88,23.8,11.165,0.62,0.083,29.43
5516.1,91.94,23.74,11.148,0.5,0.009,28.99
5519.6,91.99,23.69,11.172,0.346,0.0,29.13
5523.2,92.05,23.64,11.18,0.424,0.0,29.33
5526.7,92.11,23.58,11.179,0.338,0.0,29.28
5530.3,92.17,23.53,11.151,0.544,0.116,29.39
5533.8,92.23,23.48,11.172,0.358,0.016,29.66
5537.3,92.29,23.43,11.199,0.355,0.0,28.87
5540.9,92.35,23.37,11.178,0.665,0.036,29.54
5544.4,92.41,23.32,11.178,0.61,0.13,29.09
5547.9,92.47,23.27,11.151,0.613,0.157,29.55
5551.5,92.52,23.21,11.208,0.274,0.0,29.48
5555.0,92.58,23.16,11.12,0.587,0.0,28.86
5558.5,92.64,23.11,11.099,1.133,0.405,29.76
5562.1,92.7,23.05,11.114,1.475,0.625,29.36
5565.6,92.76,23.0,11.098,1.288,0.592,29.77
5569.1,92.82,22.95,11.105,1.353,0.674,29.66
5572.7,92.88,22.9,11.111,1.342,0.699,29.7
5576.2,92.94,22.84,11.078,1.561,0.647,29.78
5579.8,93.0,22.79,11.119,1.15,0.417,29.15
5583.3,93.05,22.74,11.111,1.133,0.466,29.59
5586.8,93.11,22.68,11.122,1.054,0.354,29.04
5590.4,93.17,22.63,11.069,1.214,0.471,29.59
5593.9,93.23,22.58,11.101,0.925,0.39,29.4
5597.4,93.29,22.52,11.067,1.053,0.438,29.63
5601.0,93.35,22.47,11.083,1.319,0.519,30.0
5604.5,93.41,22.42,11.093,1.573,0.669,29.58
5608.0,93.47,22.36,11.04,2.021,0.945,29.98
5611.6,93.53,22.31,11.044,2.106,0.998,29.7
5615.1,93.59,22.26,11.012,2.353,1.259,29.9
5618.7,93.64,22.2,11.022,2.384,1.248,30.17
5622.2,93.7,22.15,11.024,2.26,1.163,29.69
5625.7,93.76,22.1,11.06,2.094,0.926,30.19
5629.3,93.82,22.04,11.054,1.734,0.848,29.27
5632.8,93.88,21.99,11.08,1.433,0.767,29.87
5636.3,93.94,21.94,11.03,1.693,0.802,29.72
5639.9,94.0,21.88,11.037,1.475,0.743,29.62
5643.4,94.06,21.83,11.062,1.589,0.71,29.62
5646.9,94.12,21.77,11.054,1.648,0.709,29.98
5650.5,94.17,21.72,11.084,1.169,0.584,29.75
5654.0,94.23,21.67,11.065,1.31,0.629,29.75
5657.5,94.29,21.61,11.035,1.391,0.503,29.48
5661.1,94.35,21.56,11.061,1.306,0.541,29.86
5664.6,94.41,21.51,11.062,0.938,0.305,29.74
5668.2,94.47,21.45,11.076,0.915,0.293,29.45
5671.7,94.53,21.4,11.038,1.168,0.502,29.87
5675.2,94.59,21.35,11.06,1.1,0.376,29.61
5678.8,94.65,21.29,11.107,0.726,0.247,29.15
5682.3,94.71,21.24,11.07,0.965,0.345,29.57
5685.8,94.76,21.18,11.056,1.248,0.438,29.63
5689.4,94.82,21.13,11.044,1.239,0.538,29.48
5692.9,94.88,21.08,11.047,1.653,0.738,29.56
5696.4,94.94,21.02,10.994,1.863,0.964,29.54
5700.0,95.0,20.97,11.009,1.951,0.925,29.66
5703.5,95.06,20.91,11.012,1.764,0.871,30.06
5707.1,95.12,20.86,11.032,1.568,0.706,29.96
5710.6,95.18,20.81,11.041,1.12,0.455,29.55
5714.1,95.24,20.75,11.099,0.803,0.275,29.28
5717.7,95.29,20.7,11.023,1.239,0.432,29.47
5721.2,95.35,20.64,10.998,1.181,0.533,29.67
5724.7,95.41,20.59,11.033,1.409,0.65,29.75
5728.3,95.47,20.54,11.04,1.046,0.417,29.86
5731.8,95.53,20.48,11.059,0.852,0.411,29.43
5735.3,95.59,20.43,11.026,1.157,0.433,29.23
5738.9,95.65,20.37,11.026,0.837,0.248,29.68
5742.4,95.71,20.32,11.021,1.201,0.459,29.78
5745.9,95.77,20.27,11.039,1.037,0.414,29.51
5749.5,95.82,20.21,10.993,1.617,0.69,29.78
5753.0,95.88,20.16,10.975,2.09,0.932,29.63
5756.6,95.94,20.1,10.978,2.055,1.043,29.67
5760.1,96.0,20.05,11.006,1.638,0.748,30.01
5763.6,96.06,19.99,11.039,1.293,0.677,29.59
5767.2,96.12,19.94,11.015,1.393,0.773,29.7
5770.7,96.18,19.89,10.982,1.549,0.76,29.48
5774.2,96.24,19.83,10.997,1.59,0.735,29.83
5777.8,96.3,19.78,10.998,1.398,0.665,29.51
5781.3,96.36,19.72,11.031,1.201,0.398,29.73
5784.8,96.41,19.67,11.036,1.13,0.39,29.66
5788.4,96.47,19.61,11.058,0.598,0.058,29.24
5791.9,96.53,19.56,11.038,0.947,0.239,29.55
5795.5,96.59,19.5,11.007,0.882,0.269,29.17
5799.0,96.65,19.45,11.004,0.848,0.151,29.01
5802.5,96.71,19.4,11.002,0.727,0.203,29.55
5806.1,96.77,19.34,11.011,0.814,0.308,29.44
5809.6,96.83,19.29,11.032,0.689,0.187,29.52
5813.1,96.89,19.23,11.044,0.63,0.063,29.4
5816.7,96.94,19.18,11.008,0.609,0.105,29.26
5820.2,97.0,19.12,11.002,0.287,0.0,29.38
5823.7,97.06,19.07,11.033,0.757,0.086,29.37
5827.3,97.12,19.01,11.006,1.313,0.441,29.85
5830.8,97.18,18.96,10.96,1.195,0.613,29.77
5834.3,97.24,18.9,10.951,1.376,0.569,29.63
5837.9,97.3,18.85,10.998,1.262,0.613,29.39
5841.4,97.36,18.79,10.965,1.098,0.547,29.62
5845.0,97.42,18.74,10.938,1.521,0.65,29.93
5848.5,97.47,18.69,10.997,1.596,0.751,30.11
5852.0,97.53,18.63,10.937,1.534,0.645,29.24
5855.6,97.59,18.58,10.964,1.277,0.513,30.0
5859.1,97.65,18.52,10.94,1.395,0.586,29.66
5862.6,97.71,18.47,10.952,1.379,0.604,29.65
5866.2,97.77,18.41,10.97,1.315,0.621,29.85
5869.7,97.83,18.36,10.952,1.165,0.474,29.52
5873.2,97.89,18.3,10.999,1.048,0.319,29.44
5876.8,97.95,18.25,10.968,0.873,0.332,29.35
5880.3,98.01,18.19,10.993,1.026,0.46,29.72
5883.9,98.06,18.14,10.982,0.959,0.4,29.53
5887.4,98.12,18.08,10.982,0.911,0.356,29.7
5890.9,98.18,18.03,11.006,1.004,0.342,29.43
5894.5,98.24,17.97,10.965,0.98,0.373,29.41
5898.0,98.3,17.92,10.957,0.977,0.333,29.45
5901.5,98.36,17.86,10.996,0.617,0.0,29.19
5905.1,98.42,17.81,11.002,0.418,0.0,29.72
5908.6,98.48,17.75,10.977,0.745,0.217,29.63
5912.1,98.54,17.7,10.977,0.89,0.275,29.88
5915.7,98.59,17.64,10.972,0.908,0.294,29.43
5919.2,98.65,17.59,10.968,0.971,0.299,29.24
5922.7,98.71,17.53,10.968,0.895,0.385,29.31
5926.3,98.77,17.48,10.984,0.807,0.293,29.39
5929.8,98.83,17.42,10.972,0.932,0.432,29.88
5933.4,98.89,17.37,10.972,0.85,0.421,29.22
5936.9,98.95,17.31,10.96,1.063,0.495,29.48
5940.4,99.01,17.26,10.91,1.179,0.525,29.82
5944.0,99.07,17.2,10.916,1.544,0.667,29.86
5947.5,99.12,17.15,10.927,1.662,0.833,29.97
5951.0,99.18,17.09,10.877,1.509,0.807,29.93
5954.6,99.24,17.04,10.888,1.49,0.631,29.48
5958.1,99.3,16.98,10.944,1.297,0.558,29.83
5961.6,99.36,16.92,10.942,1.186,0.426,29.52
5965.2,99.42,16.87,10.949,1.014,0.307,29.66
5968.7,99.48,16.81,10.97,0.471,0.156,29.86
5972.2,99.54,16.76,10.964,0.754,0.138,29.27
5975.8,99.6,16.7,10.947,0.871,0.38,29.54
5979.3,99.66,16.65,10.94,0.716,0.196,29.35
5982.9,99.71,16.59,10.931,1.308,0.5,30.07
5986.4,99.77,16.54,10.91,1.176,0.461,29.65
5989.9,99.83,16.48,10.942,1.31,0.545,29.48
5993.5,99.89,16.43,10.921,1.317,0.569,29.66
5997.0,99.95,16.37,10.908,1.5,0.7,29.61
6000.5,100.01,16.32,10.938,1.291,0.505,29.72
6004.1,100.07,16.26,10.904,1.57,0.696,29.44
6007.6,100.13,16.21,10.903,1.405,0.695,29.58
6011.1,100.19,16.15,10.897,1.616,0.84,29.81
6014.7,100.24,16.09,10.879,1.724,0.8,29.83
6018.2,100.3,16.04,10.875,1.769,0.911,29.39
6021.8,100.36,15.98,10.844,2.228,0.872,29.57
6025.3,100.42,15.93,10.923,0.79,0.0,29.31
6028.8,100.48,15.87,10.967,0.299,0.0,29.59
6032.4,100.54,15.82,10.923,0.227,0.0,29.54
6035.9,100.6,15.76,10.92,0.343,0.0,29.67
6039.4,100.66,15.71,10.905,0.351,0.0,29.24
6043.0,100.72,15.65,10.954,0.359,0.0,28.97
6046.5,100.78,15.6,10.949,0.239,0.0,29.51
6050.0,100.83,15.54,10.964,0.422,0.01,29.42
6053.6,100.89,15.48,10.938,0.771,0.195,28.96
6057.1,100.95,15.43,10.929,0.583,0.206,29.1
6060.6,101.01,15.37,10.94,0.629,0.189,29.18
6064.2,101.07,15.32,10.908,0.694,0.153,29.46
6067.7,101.13,15.26,10.906,0.589,0.144,29.32
6071.3,101.19,15.21,10.893,1.021,0.279,29.54
6074.8,101.25,15.15,10.867,1.241,0.455,29.68
6078.3,101.31,15.1,10.852,1.664,0.721,29.62
6081.9,101.36,15.04,10.841,1.838,0.818,30.1
6085.4,101.42,14.98,10.837,1.41,0.554,29.6
6088.9,101.48,14.93,10.896,1.409,0.589,29.9
6092.5,101.54,14.87,10.868,1.145,0.53,29.69
6096.0,101.6,14.82,10.836,1.082,0.449,29.07
6099.5,101.66,14.76,10.866,1.234,0.497,29.56
6103.1,101.72,14.71,10.865,1.269,0.525,29.6
6106.6,101.78,14.65,10.863,1.087,0.42,29.64
6110.2,101.84,14.6,10.893,1.087,0.35,29.53
6113.7,101.89,14.54,10.86,0.923,0.283,29.53
6117.2,101.95,14.48,10.915,0.538,0.048,29.37
6120.8,102.01,14.43,10.885,0.583,0.115,29.41
6124.3,102.07,14.37,10.904,0.523,0.075,29.38
6127.8,102.13,14.32,10.902,0.378,0.0,29.17
6131.4,102.19,14.26,10.885,0.86,0.134,29.42
6134.9,102.25,14.21,10.847,1.124,0.373,29.21
6138.4,102.31,14.15,10.86,1.205,0.376,29.74
6142.0,102.37,14.09,10.862,1.326,0.544,29.47
6145.5,102.43,14.04,10.83,1.326,0.66,30.05
6149.0,102.48,13.98,10.822,1.2,0.482,29.74
6152.6,102.54,13.93,10.849,0.939,0.351,29.21
6156.1,102.6,13.87,10.871,0.978,0.265,29.36
6159.7,102.66,13.82,10.882,0.444,0.079,29.33
6163.2,102.72,13.76,10.825,0.489,0.112,29.72
6166.7,102.78,13.7,10.868,0.717,0.216,29.64
6170.3,102.84,13.65,10.905,0.468,0.21,29.11
6173.8,102.9,13.59,10.837,0.874,0.322,29.16
6177.3,102.96,13.54,10.867,0.868,0.331,29.25
6180.9,103.01,13.48,10.82,0.801,0.38,28.93
6184.4,103.07,13.43,10.887,0.773,0.067,29.52
6187.9,103.13,13.37,10.86,0.306,0.0,29.22
6191.5,103.19,13.31,10.816,0.633,0.129,29.44
6195.0,103.25,13.26,10.852,0.661,0.013,29.49
6198.6,103.31,13.2,10.874,0.337,0.0,29.3
6202.1,103.37,13.15,10.868,0.27,0.014,28.97
6205.6,103.43,13.09,10.85,0.438,0.0,29.19
6209.2,103.49,13.04,10.841,0.479,0.056,29.34
6212.7,103.54,12.98,10.853,0.488,0.052,29.17
6216.2,103.6,12.92,10.861,0.324,0.0,29.39
6219.8,103.66,12.87,10.856,0.252,0.005,29.29
6223.3,103.72,12.81,10.849,0.601,0.0,29.62
6226.8,103.78,12.76,10.811,1.279,0.474,29.8
6230.4,103.84,12.7,10.85,1.216,0.522,29.29
6233.9,103.9,12.65,10.79,1.159,0.5,29.53
6237.4,103.96,12.59,10.839,0.828,0.328,29.51
6241.0,104.02,12.53,10.856,0.628,0.226,29.86
6244.5,104.08,12.48,10.81,1.174,0.431,29.32
6248.1,104.13,12.42,10.821,1.158,0.443,29.66
6251.6,104.19,12.37,10.842,0.912,0.357,29.63
6255.1,104.25,12.31,10.798,1.056,0.479,29.58
6258.7,104.31,12.26,10.807,1.07,0.413,29.64
6262.2,104.37,12.2,10.798,1.463,0.662,29.81
6265.7,104.43,12.15,10.765,1.564,0.832,29.85
6269.3,104.49,12.09,10.801,1.36,0.65,29.6
6272.8,104.55,12.03,10.747,1.821,0.831,29.85
6276.3,104.61,11.98,10.754,1.69,0.822,29.6
6279.9,104.66,11.92,10.73,1.894,0.925,29.89
6283.4,104.72,11.87,10.79,1.611,0.748,29.99
6287.0,104.78,11.81,10.768,1.523,0.659,30.1
6290.5,104.84,11.76,10.749,1.77,0.926,30.03
6294.0,104.9,11.7,10.754,1.587,0.613,29.8
6297.6,104.96,11.64,10.743,1.448,0.661,29.84
6301.1,105.02,11.59,10.779,1.274,0.523,29.54
6304.6,105.08,11.53,10.762,1.344,0.426,29.31
6308.2,105.14,11.48,10.768,1.409,0.413,30.05
6311.7,105.2,11.42,10.818,0.294,0.0,29.24
6315.2,105.25,11.37,10.778,1.003,0.311,29.27
6318.8,105.31,11.31,10.766,0.91,0.138,29.63
6322.3,105.37,11.25,10.83,0.483,0.02,29.15
6325.8,105.43,11.2,10.798,0.225,0.0,29.09
6329.4,105.49,11.14,10.818,0.301,0.0,29.39
6332.9,105.55,11.09,10.832,0.28,0.0,28.88
6336.5,105.61,11.03,10.786,0.555,0.084,29.45
6340.0,105.67,10.98,10.846,0.47,0.0,29.31
6343.5,105.73,10.92,10.822,0.268,0.0,29.08
6347.1,105.78,10.87,10.777,0.518,0.032,29.02
6350.6,105.84,10.81,10.759,0.419,0.097,28.9
6354.1,105.9,10.75,10.796,0.424,0.0,29.43
6357.7,105.96,10.7,10.796,0.332,0.025,29.2
6361.2,106.02,10.64,10.792,0.475,0.0,29.39
6364.7,106.08,10.59,10.787,0.445,0.0,29.47
6368.3,106.14,10.53,10.751,0.965,0.229,29.59
6371.8,106.2,10.48,10.779,0.85,0.398,29.45
6375.4,106.26,10.42,10.744,0.903,0.267,30.18
6378.9,106.31,10.37,10.771,0.849,0.341,29.45
6382.4,106.37,10.31,10.76,1.252,0.445,29.54
6386.0,106.43,10.25,10.688,1.816,0.736,30.38
6389.5,106.49,10.2,10.694,1.727,0.869,29.62
6393.0,106.55,10.14,10.684,1.67,0.632,30.03
6396.6,106.61,10.09,10.748,1.041,0.383,29.92
6400.1,106.67,10.03,10.714,1.225,0.444,29.49
6403.6,106.73,9.98,10.718,1.396,0.553,29.52
6407.2,106.79,9.92,10.717,0.996,0.369,29.79
6410.7,106.85,9.87,10.711,1.312,0.532,29.64
6414.2,106.9,9.81,10.677,1.162,0.329,29.38
6417.8,106.96,9.75,10.718,1.07,0.365,29.94
6421.3,107.02,9.7,10.74,0.853,0.367,29.12
6424.9,107.08,9.64,10.72,1.077,0.432,29.44
6428.4,107.14,9.59,10.743,0.919,0.335,29.57
6431.9,107.2,9.53,10.733,0.895,0.394,29.56
6435.5,107.26,9.48,10.713,0.999,0.374,29.44
6439.0,107.32,9.42,10.717,0.577,0.177,29.39
6442.5,107.38,9.37,10.753,0.311,0.031,29.55
6446.1,107.43,9.31,10.76,0.433,0.0,29.37
6449.6,107.49,9.26,10.734,0.465,0.0,29.27
6453.1,107.55,9.2,10.742,1.077,0.312,29.41
6456.7,107.61,9.15,10.689,1.361,0.587,29.61
6460.2,107.67,9.09,10.692,1.239,0.588,30.15
6463.7,107.73,9.04,10.661,1.306,0.645,29.84
6467.3,107.79,8.98,10.685,1.307,0.514,29.63
6470.8,107.85,8.92,10.703,1.037,0.437,29.63
6474.4,107.91,8.87,10.697,1.251,0.454,29.71
6477.9,107.96,8.81,10.739,0.708,0.29,29.45
6481.4,108.02,8.76,10.69,1.077,0.419,29.71
6485.0,108.08,8.7,10.693,0.932,0.252,29.54
6488.5,108.14,8.65,10.736,0.699,0.17,29.32
6492.0,108.2,8.59,10.731,0.299,0.0,29.42
6495.6,108.26,8.54,10.698,1.035,0.238,29.69
6499.1,108.32,8.48,10.681,1.208,0.451,29.77
6502.6,108.38,8.43,10.687,1.051,0.383,29.97
6506.2,108.44,8.37,10.675,1.311,0.478,29.61
6509.7,108.5,8.32,10.683,1.539,0.689,29.51
6513.3,108.55,8.26,10.661,1.43,0.653,29.71
6516.8,108.61,8.21,10.672,1.405,0.493,29.89
6520.3,108.67,8.15,10.683,1.055,0.326,29.75
6523.9,108.73,8.1,10.641,1.294,0.5,29.53
6527.4,108.79,8.04,10.674,1.039,0.201,29.95
6530.9,108.85,7.99,10.734,0.307,0.058,29.33
6534.5,108.91,7.93,10.699,0.635,0.132,29.58
6538.0,108.97,7.88,10.658,0.797,0.228,29.41
6541.5,109.03,7.82,10.66,0.924,0.427,29.41
6545.1,109.08,7.77,10.705,0.607,0.27,29.29
6548.6,109.14,7.71,10.672,1.026,0.329,29.67
6552.1,109.2,7.66,10.661,1.322,0.45,29.71
6555.7,109.26,7.6,10.611,1.488,0.729,29.34
6559.2,109.32,7.55,10.619,1.326,0.639,29.64
6562.8,109.38,7.49,10.62,1.344,0.663,29.57
6566.3,109.44,7.44,10.661,1.44,0.733,29.64
6569.8,109.5,7.38,10.637,1.632,0.772,29.8
6573.4,109.56,7.33,10.614,1.49,0.507,29.82
6576.9,109.62,7.27,10.629,1.249,0.451,29.55
6580.4,109.67,7.22,10.681,0.572,0.0,29.68
6584.0,109.73,7.16,10.687,0.391,0.006,29.26
6587.5,109.79,7.11,10.663,0.367,0.0,29.38
6591.0,109.85,7.05,10.661,0.591,0.102,29.43
6594.6,109.91,7.0,10.672,0.478,0.052,29.15
6598.1,109.97,6.94,10.667,0.43,0.0,29.51
6601.7,110.03,6.89,10.669,0.351,0.0,29.65
6605.2,110.09,6.83,10.671,0.341,0.052,29.29
6608.7,110.15,6.78,10.691,0.439,0.043,29.69
6612.3,110.2,6.72,10.674,0.454,0.019,29.53
6615.8,110.26,6.67,10.696,0.253,0.0,29.05
6619.3,110.32,6.62,10.714,0.202,0.0,29.57
6622.9,110.38,6.56,10.667,0.374,0.0,29.49
6626.4,110.44,6.51,10.645,0.331,0.0,29.51
6629.9,110.5,6.45,10.649,0.375,0.0,29.37
6633.5,110.56,6.4,10.642,0.589,0.104,29.25
6637.0,110.62,6.34,10.652,0.707,0.241,29.34
6640.5,110.68,6.29,10.652,0.985,0.262,29.29
6644.1,110.73,6.23,10.652,0.274,0.093,29.06
6647.6,110.79,6.18,10.655,0.793,0.283,29.04
6651.2,110.85,6.12,10.615,0.62,0.113,29.63
6654.7,110.91,6.07,10.676,0.507,0.03,29.72
6658.2,110.97,6.02,10.686,0.4,0.0,29.24
6661.8,111.03,5.96,10.63,0.379,0.0,29.3
6665.3,111.09,5.91,10.672,0.274,0.0,29.42
6668.8,111.15,5.85,10.654,0.384,0.079,29.6
6672.4,111.21,5.8,10.635,0.51,0.065,29.37
6675.9,111.27,5.74,10.627,0.445,0.058,29.49
6679.4,111.32,5.69,10.598,0.597,0.16,29.66
6683.0,111.38,5.63,10.607,0.678,0.099,29.33
6686.5,111.44,5.58,10.603,0.413,0.0,29.38
6690.1,111.5,5.53,10.644,0.471,0.135,29.19
6693.6,111.56,5.47,10.61,0.863,0.173,29.58
6697.1,111.62,5.42,10.626,1.169,0.438,29.1
6700.7,111.68,5.36,10.562,1.394,0.6,29.57
6704.2,111.74,5.31,10.583,1.746,0.769,29.72
6707.7,111.8,5.25,10.52,2.387,1.103,29.74
6711.3,111.85,5.2,10.552,2.131,1.014,29.98
6714.8,111.91,5.15,10.481,2.886,1.372,29.95
6718.3,111.97,5.09,10.462,2.897,1.506,29.99
6721.9,112.03,5.04,10.45,3.134,1.764,30.23
6725.4,112.09,4.98,10.49,3.02,1.618,30.15
6728.9,112.15,4.93,10.45,3.485,1.887,30.62
6732.5,112.21,4.87,10.45,3.529,2.026,30.56
6736.0,112.27,4.82,10.45,3.623,2.003,30.2
6739.6,112.33,4.77,10.457,3.023,1.469,30.14
6743.1,112.38,4.71,10.465,2.571,1.335,29.98
6746.6,112.44,4.66,10.485,3.108,1.405,30.12
6750.2,112.5,4.6,10.638,0.545,0.0,29.59
6753.7,112.56,4.55,10.576,0.584,0.101,29.01
6757.2,112.62,4.5,10.6,0.359,0.051,29.48
6760.8,112.68,4.44,10.623,0.343,0.019,29.23
6764.3,112.74,4.39,10.576,0.573,0.148,29.16
6767.8,112.8,4.33,10.6,0.671,0.142,29.34
6771.4,112.86,4.28,10.626,0.533,0.0,29.57
6774.9,112.92,4.23,10.607,0.251,0.0,29.34
6778.5,112.97,4.17,10.588,0.6,0.013,29.22
6782.0,113.03,4.12,10.587,0.475,0.0,29.2
6785.5,113.09,4.07,10.591,0.602,0.085,29.65
6789.1,113.15,4.01,10.583,0.508,0.127,29.54
6792.6,113.21,3.96,10.593,0.481,0.0,29.24
6796.1,113.27,3.9,10.599,0.349,0.0,29.3
6799.7,113.33,3.85,10.558,0.625,0.0,29.2
6803.2,113.39,3.8,10.561,0.768,0.091,29.73
6806.7,113.45,3.74,10.596,0.764,0.223,29.33
6810.3,113.5,3.69,10.569,0.518,0.005,29.48
6813.8,113.56,3.63,10.594,0.255,0.034,29.03
6817.3,113.62,3.58,10.574,0.469,0.0,29.46
6820.9,113.68,3.53,10.602,0.442,0.06,29.37
6824.4,113.74,3.47,10.577,0.336,0.0,29.36
6828.0,113.8,3.42,10.556,0.376,0.0,29.64
