Time (s),Voltage (V),Current (A),Temp (C),SoC
2206.71,9.0,0.71,25.0,9.4
2207.79,8.95,0.67,25.0,9.4
2208.87,8.97,0.7,25.0,9.3
2209.95,8.99,0.69,25.0,9.3
2211.04,8.92,0.68,25.0,9.2
2212.12,8.96,0.7,25.0,9.2
2213.2,9.01,0.69,25.0,9.2
2214.28,8.98,0.67,25.0,9.1
2215.37,8.95,0.72,25.0,9.1
2216.45,8.95,0.67,25.0,9.0
2217.53,8.93,0.67,25.0,9.0
2218.61,8.93,0.7,25.0,8.9
2219.7,8.93,0.65,25.0,8.9
2220.78,8.98,0.68,25.0,8.8
2221.86,8.95,0.7,25.0,8.8
2222.94,8.97,0.68,25.0,8.8
2224.03,8.94,0.7,25.0,8.7
2225.11,8.94,0.7,25.0,8.7
2226.19,8.92,0.75,25.0,8.6
2227.27,8.86,0.74,25.0,8.6
2228.35,8.95,0.66,25.0,8.5
2229.43,8.93,0.69,25.0,8.5
2230.52,8.91,0.7,25.0,8.4
2231.6,8.95,0.69,25.0,8.4
2232.68,8.91,0.69,25.0,8.4
2233.76,8.92,0.73,25.0,8.3
2234.85,8.9,0.71,25.0,8.3
2235.93,8.89,0.71,25.0,8.2
2237.01,8.87,0.68,25.0,8.2
2238.09,8.9,0.7,25.0,8.1
2239.18,8.87,0.67,25.0,8.1
2240.26,8.86,0.68,25.0,8.0
2241.34,8.87,0.69,25.0,8.0
2242.42,8.87,0.69,25.0,8.0
2243.51,8.86,0.69,25.0,7.9
2244.59,8.87,0.7,25.0,7.9
2245.67,8.86,0.67,25.0,7.8
2246.75,8.86,0.7,25.0,7.8
2247.83,8.85,0.72,25.0,7.7
2248.92,8.83,0.71,25.0,7.7
2250.0,8.84,0.7,25.0,7.6
2251.08,8.85,0.69,25.0,7.6
2252.16,8.84,0.68,25.0,7.6
2253.24,8.83,0.72,25.0,7.5
2254.33,8.84,0.71,25.0,7.5
2255.41,8.84,0.71,25.0,7.4
2256.49,8.84,0.7,25.0,7.4
2257.57,8.85,0.69,25.0,7.3
2258.66,8.82,0.71,25.0,7.3
2259.74,8.83,0.7,25.0,7.2
2260.82,8.82,0.72,25.0,7.2
2261.9,8.79,0.71,25.0,7.2
2262.99,8.81,0.71,25.0,7.1
2264.07,8.81,0.72,25.0,7.1
2265.15,8.79,0.69,25.0,7.0
2266.23,8.79,0.67,25.0,7.0
2267.31,8.78,0.69,25.0,6.9
2268.39,8.78,0.68,25.0,6.9
2269.48,8.77,0.69,25.0,6.8
2270.56,8.76,0.69,25.0,6.8
2271.64,8.75,0.69,25.0,6.8
2272.73,8.76,0.69,25.0,6.7
2273.81,8.76,0.7,25.0,6.7
2274.89,8.75,0.67,25.0,6.6
2275.97,8.72,0.72,25.0,6.6
2277.05,8.75,0.7,25.0,6.5
2278.14,8.73,0.69,25.0,6.5
2279.22,8.74,0.71,25.0,6.4
2280.3,8.71,0.7,25.0,6.4
2281.38,8.72,0.69,25.0,6.4
2282.47,8.72,0.69,25.0,6.3
2283.55,8.71,0.7,25.0,6.3
2284.63,8.7,0.68,25.0,6.2
2285.71,8.72,0.69,25.0,6.2
2286.8,8.7,0.71,25.0,6.1
2287.88,8.7,0.68,25.0,6.1
2288.96,8.69,0.7,25.0,6.0
2290.04,8.69,0.7,25.0,6.0
2291.12,8.69,0.71,25.0,6.0
2292.2,8.68,0.71,25.0,5.9
2293.29,8.67,0.7,25.0,5.9
2294.37,8.65,0.7,25.0,5.8
2295.45,8.65,0.71,25.0,5.8
2296.54,8.65,0.69,25.0,5.7
2297.62,8.66,0.7,25.0,5.7
2298.7,8.62,0.7,25.0,5.6
2299.78,8.63,0.67,25.0,5.6
2300.86,8.64,0.7,25.0,5.6
2301.95,8.62,0.7,25.0,5.5
2303.03,8.62,0.7,25.0,5.5
2304.11,8.61,0.69,25.0,5.4
2305.19,8.62,0.7,25.0,5.4
2306.28,8.59,0.7,25.0,5.3
2307.36,8.6,0.69,25.0,5.3
2308.44,8.59,0.7,25.0,5.2
2309.52,8.58,0.69,25.0,5.2
2310.61,8.58,0.69,25.0,5.2
2311.69,8.55,0.72,25.0,5.1
2312.77,8.56,0.69,25.0,5.1
2313.85,8.56,0.69,25.0,5.0
2314.93,8.55,0.68,25.0,5.0
2316.01,8.52,0.7,25.0,4.9
2317.1,8.53,0.68,25.0,4.9
2318.18,8.51,0.68,25.0,4.8
2319.26,8.52,0.69,25.0,4.8
2320.35,8.49,0.72,25.0,4.8
2321.43,8.51,0.69,25.0,4.7
2322.51,8.49,0.69,25.0,4.7
2323.59,8.49,0.7,25.0,4.6
2324.67,8.46,0.68,25.0,4.6
2325.76,8.46,0.7,25.0,4.5
2326.84,8.45,0.72,25.0,4.5
2327.92,8.44,0.7,25.0,4.4
2329.0,8.43,0.69,25.0,4.4
2330.09,8.42,0.69,25.0,4.4
2331.17,8.42,0.68,25.0,4.3
2332.25,8.41,0.68,25.0,4.3
2333.33,8.38,0.7,25.0,4.2
2334.41,8.37,0.69,25.0,4.2
2335.5,8.36,0.69,25.0,4.1
2336.58,8.36,0.68,25.0,4.1
2337.66,8.34,0.68,25.0,4.0
2338.75,8.33,0.68,25.0,4.0
2339.83,8.32,0.69,25.0,4.0
2340.91,8.31,0.69,25.0,3.9
2341.99,8.3,0.69,25.0,3.9
2343.07,8.3,0.68,25.0,3.8
2344.15,8.28,0.69,25.0,3.8
2345.24,8.27,0.69,25.0,3.7
2346.32,8.24,0.68,25.0,3.7
2347.4,8.26,0.7,25.0,3.6
2348.48,8.23,0.66,25.0,3.6
2349.57,8.2,0.66,25.0,3.6
2350.65,8.23,0.67,25.0,3.5
2351.73,8.21,0.67,25.0,3.5
2352.81,8.21,0.69,25.0,3.4
2353.9,8.16,0.67,25.0,3.4
2354.98,8.16,0.67,25.0,3.3
2356.06,8.17,0.67,25.0,3.3
2357.14,8.17,0.69,25.0,3.2
2358.22,8.14,0.67,25.0,3.2
2359.31,8.15,0.68,25.0,3.2
2360.39,8.11,0.68,25.0,3.1
2361.47,8.06,0.64,25.0,3.1
2362.55,8.04,0.66,25.0,3.0
2363.64,8.03,0.67,25.0,3.0
2364.72,8.07,0.66,25.0,2.9
2365.8,8.07,0.68,25.0,2.9
2366.88,8.02,0.66,25.0,2.8
2367.96,8.02,0.69,25.0,2.8
2369.05,8.01,0.66,25.0,2.8
2370.13,7.98,0.68,25.0,2.7
2371.21,7.98,0.68,25.0,2.7
2372.29,8.0,0.65,25.0,2.6
2373.38,7.95,0.65,25.0,2.6
2374.46,7.97,0.7,25.0,2.5
2375.54,7.97,0.67,25.0,2.5
2376.62,7.93,0.65,25.0,2.4
2377.71,7.95,0.67,25.0,2.4
2378.79,7.94,0.66,25.0,2.4
2379.87,7.91,0.66,25.0,2.3
2380.95,7.91,0.68,25.0,2.3
2382.03,7.89,0.67,25.0,2.2
2383.11,7.88,0.65,25.0,2.2
2384.2,7.87,0.66,25.0,2.1
2385.28,7.85,0.67,25.0,2.1
2386.36,7.84,0.67,25.0,2.0
2387.44,7.83,0.67,25.0,2.0
2388.53,7.83,0.67,25.0,2.0
2389.61,7.8,0.66,25.0,1.9
2390.69,7.82,0.68,25.0,1.9
2391.77,7.8,0.69,25.0,1.8
2392.86,7.8,0.68,25.0,1.8
2393.94,7.75,0.67,25.0,1.7
2395.02,7.76,0.68,25.0,1.7
2396.1,7.79,0.67,25.0,1.6
2397.19,7.74,0.66,25.0,1.6
2398.27,7.72,0.67,25.0,1.6
2399.35,7.72,0.67,25.0,1.5
2400.43,7.69,0.67,25.0,1.5
2401.52,7.69,0.65,25.0,1.4
2402.6,7.68,0.64,25.0,1.4
2403.68,7.68,0.69,25.0,1.3
2404.76,7.66,0.63,25.0,1.3
2405.84,7.64,0.66,25.0,1.2
2406.92,7.64,0.64,25.0,1.2
2408.01,7.62,0.68,25.0,1.2
2409.09,7.62,0.67,25.0,1.1
2410.17,7.59,0.66,25.0,1.1
2411.25,7.61,0.65,25.0,1.0
2412.34,7.59,0.67,25.0,1.0
2413.42,7.58,0.66,25.0,0.9
2414.5,7.56,0.67,25.0,0.9
2415.58,7.55,0.67,25.0,0.8
2416.67,7.55,0.65,25.0,0.8
2417.75,7.53,0.67,25.0,0.8
2418.83,7.53,0.66,25.0,0.7
2419.91,7.51,0.65,25.0,0.7
2421.0,7.5,0.67,25.0,0.6
2422.08,7.5,0.66,25.0,0.6
2423.16,7.49,0.67,25.0,0.5
2424.24,7.47,0.64,25.0,0.5
2425.32,7.45,0.65,25.0,0.4
2426.41,7.44,0.67,25.0,0.4
2427.49,7.44,0.63,25.0,0.4
2428.57,7.43,0.65,25.0,0.3
2429.65,7.43,0.65,25.0,0.3
2430.73,7.42,0.64,25.0,0.2
2431.82,7.41,0.64,25.0,0.2
2432.9,7.39,0.65,25.0,0.1
2433.98,7.39,0.65,25.0,0.1
2435.06,7.39,0.65,25.0,0.0
2436.15,7.36,0.65,25.0,0.0
